idno,essround,male,age,edu,eth_major,income_10,cntry,vote,country,p5,cyear,ccode,scode,year,flag,fragment,democ,autoc
1336,2010,0,73,1,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
661,2010,0,73,2,1,1,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
271,2010,0,73,2,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
21522902,2010,0,73,2,1,1,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
19494,2010,0,73,2,1,1,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
503088,2010,0,73,2,1,1,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
27,2010,0,73,2,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
1533,2010,0,73,2,1,1,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
3708,2010,0,73,2,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
2705,2010,0,73,2,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
2023,2010,0,73,2,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
3986,2010,0,73,2,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
101705,2010,0,73,2,1,1,SK,2,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
8781,2010,0,73,2,1,1,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
902,2010,0,73,2,1,1,LT,2,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
3938,2010,0,73,2,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
406,2010,0,73,2,1,1,BG,2,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
3785,2010,0,73,2,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
12436,2010,0,73,2,1,1,HU,2,Hungary,0,3102010,310,HUN,2010,0,0,10,0
1513,2010,0,73,2,1,1,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
728,2010,0,73,2,1,1,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
5508,2010,0,73,2,1,1,PL,NA,Poland,0,2902010,290,POL,2010,0,0,10,0
104505,2010,0,73,2,NA,1,SK,2,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
103103,2010,0,73,2,0,2,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
1754,2010,0,73,2,0,2,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
11302513,2010,0,73,2,1,2,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
1138,2010,0,73,2,1,2,UA,2,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
505,2010,0,73,2,1,2,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
16336,2010,0,73,2,1,2,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
2988,2010,0,73,2,1,2,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
19490,2010,0,73,2,1,2,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
105810,2010,0,73,2,1,2,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
4352,2010,0,73,2,1,2,PL,2,Poland,0,2902010,290,POL,2010,0,0,10,0
7911,2010,0,73,2,1,2,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
305284,2010,0,73,2,1,2,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
4551,2010,0,73,2,1,2,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,2010,0,73,2,1,2,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
10132,2010,0,73,2,1,2,HU,2,Hungary,0,3102010,310,HUN,2010,0,0,10,0
1042,2010,0,73,2,1,2,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
103407,2010,0,73,2,NA,2,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,2010,0,73,2,1,3,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
1804,2010,0,73,2,1,3,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
501564,2010,0,73,2,1,3,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
390275,2010,0,73,2,1,3,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
3556,2010,0,73,2,1,3,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
9026,2010,0,73,2,1,3,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
1579,2010,0,73,2,1,3,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
14007853,2010,0,73,2,1,4,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
674,2010,0,73,2,1,4,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
12104,2010,0,73,2,1,4,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
12504,2010,0,73,2,1,4,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
100000630,2010,0,73,2,1,5,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
1399,2010,0,73,2,1,5,LT,2,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
32444617,2010,0,73,2,1,5,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
15,2010,0,73,2,1,5,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
2080,2010,0,73,2,1,6,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
102003,2010,0,73,2,1,6,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
2454,2010,0,73,2,1,6,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
1962,2010,0,73,2,1,6,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
135303,2010,0,73,2,1,9,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
109301,2010,0,73,2,0,NA,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
306963,2010,0,73,2,1,NA,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
100000352,2010,0,73,2,1,NA,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
115208,2010,0,73,2,1,NA,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
10165,2010,0,73,2,1,NA,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
2110,2010,0,73,2,1,NA,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
891,2010,0,73,2,1,NA,SI,2,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
1291,2010,0,73,2,1,NA,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
24027846,2010,0,73,2,1,NA,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
2121,2010,0,73,2,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
487,2010,0,73,2,1,NA,LT,2,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
751,2010,0,73,2,1,NA,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
111401,2010,0,73,3,1,1,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
2286,2010,0,73,3,1,1,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
2545,2010,0,73,3,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
1561,2010,0,73,3,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
2828,2010,0,73,3,1,1,CH,2,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
1568,2010,0,73,3,1,1,BG,2,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
1621,2010,0,73,3,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
100000629,2010,0,73,3,1,1,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
286,2010,0,73,3,1,1,BG,2,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
2051,2010,0,73,3,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
210659,2010,0,73,3,1,2,DK,2,Denmark,0,3902010,390,DEN,2010,0,0,10,0
133609,2010,0,73,3,1,2,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
2856,2010,0,73,3,1,2,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
16866,2010,0,73,3,1,2,IE,NA,Ireland,0,2052010,205,IRE,2010,0,0,10,0
1516,2010,0,73,3,1,2,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
905,2010,0,73,3,1,2,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
12587,2010,0,73,3,1,2,HU,2,Hungary,0,3102010,310,HUN,2010,0,0,10,0
122005,2010,0,73,3,1,2,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
391433,2010,0,73,3,1,2,DE,2,Germany,0,2552010,255,GMY,2010,0,0,10,0
847,2010,0,73,3,1,2,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
1197,2010,0,73,3,1,2,SI,2,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
2103,2010,0,73,3,1,2,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
951,2010,0,73,3,1,2,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
3909,2010,0,73,3,1,2,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
20998,2010,0,73,3,1,2,CY,1,Cyprus,1,3522010,352,CYP,2010,0,3,10,0
446420,2010,0,73,3,1,2,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
22112,2010,0,73,3,1,2,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
10523,2010,0,73,3,1,2,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
302430,2010,0,73,3,1,2,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
101709,2010,0,73,3,1,2,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
3714,2010,0,73,3,1,2,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
5067,2010,0,73,3,1,2,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
2245,2010,0,73,3,1,2,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
3124,2010,0,73,3,1,2,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,2010,0,73,3,1,2,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
902,2010,0,73,3,1,2,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
2651,2010,0,73,3,1,2,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
1110,2010,0,73,3,1,2,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
114308,2010,0,73,3,1,2,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
1474,2010,0,73,3,NA,2,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
1664,2010,0,73,3,NA,2,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
1529,2010,0,73,3,0,3,EE,3,Estonia,1,3662010,366,EST,2010,0,0,9,0
466,2010,0,73,3,0,3,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
122603,2010,0,73,3,1,3,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
32157200,2010,0,73,3,1,3,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
24428675,2010,0,73,3,1,3,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
390015,2010,0,73,3,1,3,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
1202,2010,0,73,3,1,3,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
2618,2010,0,73,3,1,3,HR,2,Croatia,1,3442010,344,CRO,2010,0,0,9,0
2168,2010,0,73,3,1,3,FR,2,France,1,2202010,220,FRN,2010,0,0,10,0
2176,2010,0,73,3,1,3,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
352,2010,0,73,3,1,3,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
4190,2010,0,73,3,1,3,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
16212334,2010,0,73,3,1,3,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
2656,2010,0,73,3,1,3,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
2562,2010,0,73,3,1,3,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
2097,2010,0,73,3,1,3,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
550,2010,0,73,3,1,3,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
27,2010,0,73,3,1,3,CH,3,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
1038,2010,0,73,3,1,3,CZ,2,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
131605,2010,0,73,3,1,3,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
362,2010,0,73,3,1,3,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
646,2010,0,73,3,1,3,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
357,2010,0,73,3,1,3,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
1133,2010,0,73,3,1,3,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
247,2010,0,73,3,1,3,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
177,2010,0,73,3,1,3,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
101406,2010,0,73,3,NA,3,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
200001706,2010,0,73,3,1,4,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
2100,2010,0,73,3,1,4,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
11167,2010,0,73,3,1,4,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
103007,2010,0,73,3,1,4,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
1925,2010,0,73,3,1,4,NO,2,Norway,0,3852010,385,NOR,2010,0,0,10,0
7449,2010,0,73,3,1,4,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
6819,2010,0,73,3,1,4,GR,2,Greece,0,3502010,350,GRC,2010,0,0,10,0
1700,2010,0,73,3,1,4,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
125607,2010,0,73,3,1,4,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
584,2010,0,73,3,1,5,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
120401,2010,0,73,3,1,5,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,2010,0,73,3,1,5,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
102208,2010,0,73,3,1,5,SK,2,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
2831,2010,0,73,3,1,5,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
8897,2010,0,73,3,1,5,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
105989,2010,0,73,3,1,5,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
3880,2010,0,73,3,1,5,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
11281,2010,0,73,3,1,5,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
3466,2010,0,73,3,1,5,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
2694,2010,0,73,3,1,5,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
12015,2010,0,73,3,1,5,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
1110,2010,0,73,3,1,5,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
1932,2010,0,73,3,1,5,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1442,2010,0,73,3,1,5,UA,2,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
3992,2010,0,73,3,1,6,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
2857,2010,0,73,3,1,6,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
240,2010,0,73,3,1,6,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
16919,2010,0,73,3,1,6,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
478,2010,0,73,3,1,6,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703,2010,0,73,3,1,6,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
250,2010,0,73,3,1,7,SI,2,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
2174,2010,0,73,3,1,7,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
2701,2010,0,73,3,1,7,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
1888,2010,0,73,3,1,7,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
2855,2010,0,73,3,1,8,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
121810,2010,0,73,3,1,8,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
112107,2010,0,73,3,1,8,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
303787,2010,0,73,3,1,9,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
1668,2010,0,73,3,1,10,CZ,2,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
101904,2010,0,73,3,1,10,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,2010,0,73,3,1,10,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
22967,2010,0,73,3,0,NA,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
521,2010,0,73,3,1,NA,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
18116110,2010,0,73,3,1,NA,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
28035900,2010,0,73,3,1,NA,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
23326491,2010,0,73,3,1,NA,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
1859,2010,0,73,3,1,NA,PT,2,Portugal,0,2352010,235,POR,2010,0,0,10,0
3227,2010,0,73,3,1,NA,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
1185,2010,0,73,3,1,NA,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
103203,2010,0,73,3,1,NA,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,2010,0,73,3,1,NA,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
2100,2010,0,73,3,1,NA,CZ,2,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
870,2010,0,73,3,1,NA,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
105704,2010,0,73,3,1,NA,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
986,2010,0,73,3,1,NA,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
16806,2010,0,73,3,1,NA,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
21549200,2010,0,73,3,1,NA,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
347,2010,0,73,3,1,NA,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
2561,2010,0,73,3,1,NA,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
923,2010,0,73,3,NA,NA,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
3266,2010,0,73,4,0,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
865,2010,0,73,4,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
857,2010,0,73,4,1,1,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
3758,2010,0,73,4,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
10490,2010,0,73,4,NA,1,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
2681,2010,0,73,4,1,2,NO,3,Norway,0,3852010,385,NOR,2010,0,0,10,0
366,2010,0,73,4,1,2,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
3208,2010,0,73,4,1,2,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
3306,2010,0,73,4,1,2,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
5679,2010,0,73,4,1,2,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
2721,2010,0,73,4,NA,2,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
121305,2010,0,73,4,1,3,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
3335,2010,0,73,4,1,3,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,2010,0,73,4,1,3,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
739,2010,0,73,4,1,3,CZ,2,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
389395,2010,0,73,4,1,3,DE,2,Germany,0,2552010,255,GMY,2010,0,0,10,0
1878,2010,0,73,4,1,3,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
4508,2010,0,73,4,1,3,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,2010,0,73,4,1,4,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
310643,2010,0,73,4,1,4,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
296,2010,0,73,4,1,4,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
2518,2010,0,73,4,1,4,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
5130,2010,0,73,4,1,4,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
22725264,2010,0,73,4,1,5,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
753,2010,0,73,4,1,5,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
988,2010,0,73,4,1,5,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
2226,2010,0,73,4,1,5,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
21590700,2010,0,73,4,1,5,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
5815,2010,0,73,4,1,5,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1374,2010,0,73,4,1,5,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
2010,2010,0,73,4,1,5,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
1015,2010,0,73,4,1,6,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
300002164,2010,0,73,4,1,6,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
7257,2010,0,73,4,1,6,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
111606,2010,0,73,4,1,6,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
110504,2010,0,73,4,1,7,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
391978,2010,0,73,4,1,7,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
1522,2010,0,73,4,1,7,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
2804,2010,0,73,4,1,8,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
465,2010,0,73,4,1,10,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
7201,2010,0,73,4,1,10,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
2618,2010,0,73,4,1,10,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
10430,2010,0,73,4,1,NA,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
2289,2010,0,73,4,1,NA,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
102745,2010,0,73,4,1,NA,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
401,2010,0,73,4,1,NA,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
307820,2010,0,73,4,1,NA,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
1607,2010,0,73,4,1,NA,LT,NA,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
1298,2010,0,73,NA,1,6,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
1381,2010,0,73,NA,1,NA,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
29037907,2010,0,74,1,0,1,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
2283,2010,0,74,1,0,1,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
19418640,2010,0,74,1,1,1,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
11803508,2010,0,74,1,1,1,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
843,2010,0,74,1,1,1,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
1360,2010,0,74,1,1,1,LT,2,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
22925631,2010,0,74,1,1,1,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
10318,2010,0,74,1,1,1,CY,1,Cyprus,1,3522010,352,CYP,2010,0,3,10,0
1009,2010,0,74,1,1,1,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
26633017,2010,0,74,1,1,1,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
915,2010,0,74,1,1,1,ES,2,Spain,0,2302010,230,SPN,2010,0,0,10,0
455,2010,0,74,1,1,1,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
10901634,2010,0,74,1,1,1,GB,NA,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
11001899,2010,0,74,1,1,1,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
20848,2010,0,74,1,1,1,CY,2,Cyprus,1,3522010,352,CYP,2010,0,3,10,0
349,2010,0,74,1,1,1,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
254,2010,0,74,1,1,1,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
1746,2010,0,74,1,1,1,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
5207,2010,0,74,1,1,1,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
1922,2010,0,74,1,1,1,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
1397,2010,0,74,1,1,1,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
3872,2010,0,74,1,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
249,2010,0,74,1,1,1,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
1696,2010,0,74,1,1,1,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
2042,2010,0,74,1,1,1,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
537,2010,0,74,1,NA,1,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
388,2010,0,74,1,0,2,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
