idno,essround,male,age,edu,eth_major,income_10,cntry,vote,country,p5,cyear,ccode,scode,year,flag,fragment,democ,autoc
2164,2010,0,22,4,1,9,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
119907,2010,0,22,4,1,9,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
2280,2010,0,22,4,1,9,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
111508,2010,0,22,4,1,9,SK,2,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,2010,0,22,4,1,10,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
5716,2010,0,22,4,1,10,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
5722,2010,0,22,4,1,10,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,2010,0,22,4,1,10,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
9018,2010,0,22,4,1,10,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,2010,0,22,4,1,10,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,2010,0,22,4,1,10,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
2469,2010,0,22,4,1,10,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
5006,2010,0,22,4,1,10,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
4413,2010,0,22,4,1,NA,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
4607,2010,0,22,4,1,NA,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
13407,2010,0,22,4,1,NA,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
231,2010,0,22,4,1,NA,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
18588,2010,0,22,4,1,NA,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
1906,2010,0,22,4,1,NA,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
3273,2010,0,22,4,1,NA,EE,2,Estonia,1,3662010,366,EST,2010,0,0,9,0
120708,2010,0,22,4,1,NA,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
1281,2010,0,22,4,1,NA,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
129206,2010,0,22,4,1,NA,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
620,2010,0,22,4,1,NA,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
8317,2010,0,22,4,1,NA,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
1582,2010,0,22,4,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
1001,2010,0,22,4,1,NA,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
101901,2010,0,22,4,1,NA,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
401367,2010,0,22,4,1,NA,CY,2,Cyprus,1,3522010,352,CYP,2010,0,3,10,0
2068,2010,0,22,4,1,NA,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
11895,2010,0,22,4,1,NA,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
3129,2010,0,22,4,1,NA,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
1388,2010,0,22,4,1,NA,LT,1,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
103908,2010,0,22,4,1,NA,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,2010,0,22,4,1,NA,HR,2,Croatia,1,3442010,344,CRO,2010,0,0,9,0
22876,2010,0,22,4,1,NA,IE,3,Ireland,0,2052010,205,IRE,2010,0,0,10,0
294,2010,0,22,4,1,NA,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
234,2010,0,22,4,1,NA,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
22664,2010,0,22,4,1,NA,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
123804,2010,0,22,4,1,NA,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
2395,2010,0,22,4,1,NA,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,2010,0,22,4,1,NA,UA,2,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
183,2010,0,22,4,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
1741,2010,0,22,4,NA,NA,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
822,2010,0,22,4,NA,NA,UA,2,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
1551,2010,0,22,4,NA,NA,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
271,2010,0,22,NA,1,NA,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
22925748,2010,0,23,1,1,1,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
12413,2010,0,23,1,1,1,GR,3,Greece,0,3502010,350,GRC,2010,0,0,10,0
816,2010,0,23,1,1,4,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
165,2010,0,23,1,0,5,BG,2,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
22224385,2010,0,23,1,1,NA,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
180,2010,0,23,1,1,NA,ES,2,Spain,0,2302010,230,SPN,2010,0,0,10,0
20732,2010,0,23,1,1,NA,CY,1,Cyprus,1,3522010,352,CYP,2010,0,3,10,0
301890,2010,0,23,2,0,1,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
16352,2010,0,23,2,1,1,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
17916,2010,0,23,2,1,1,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
837,2010,0,23,2,1,1,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
9521,2010,0,23,2,1,1,PL,2,Poland,0,2902010,290,POL,2010,0,0,10,0
992,2010,0,23,2,1,1,LT,2,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
21954800,2010,0,23,2,1,1,DE,2,Germany,0,2552010,255,GMY,2010,0,0,10,0
203044,2010,0,23,2,1,1,DK,2,Denmark,0,3902010,390,DEN,2010,0,0,10,0
21438,2010,0,23,2,1,1,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
23655,2010,0,23,2,1,1,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
2113,2010,0,23,2,1,1,CZ,2,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
21559700,2010,0,23,2,1,1,DE,3,Germany,0,2552010,255,GMY,2010,0,0,10,0
22568,2010,0,23,2,1,2,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
11982,2010,0,23,2,1,2,FI,2,Finland,0,3752010,375,FIN,2010,0,0,10,0
388625,2010,0,23,2,1,2,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
15407,2010,0,23,2,0,3,GR,3,Greece,0,3502010,350,GRC,2010,0,0,10,0
17514973,2010,0,23,2,1,3,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
389853,2010,0,23,2,0,4,DE,2,Germany,0,2552010,255,GMY,2010,0,0,10,0
5266,2010,0,23,2,0,4,IL,2,Israel,0,6662010,666,ISR,2010,0,3,7,1
11942,2010,0,23,2,1,4,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
8121,2010,0,23,2,1,4,GR,2,Greece,0,3502010,350,GRC,2010,0,0,10,0
295,2010,0,23,2,1,5,UA,2,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
21660500,2010,0,23,2,1,5,DE,2,Germany,0,2552010,255,GMY,2010,0,0,10,0
10905,2010,0,23,2,1,5,FI,2,Finland,0,3752010,375,FIN,2010,0,0,10,0
11503,2010,0,23,2,1,5,HU,2,Hungary,0,3102010,310,HUN,2010,0,0,10,0
500762,2010,0,23,2,1,6,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
2137,2010,0,23,2,1,6,EE,3,Estonia,1,3662010,366,EST,2010,0,0,9,0
2138,2010,0,23,2,1,9,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
2156,2010,0,23,2,1,NA,EE,2,Estonia,1,3662010,366,EST,2010,0,0,9,0
17085,2010,0,23,2,1,NA,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
67,2010,0,23,2,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
3001,2010,0,23,2,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
22822,2010,0,23,2,1,NA,IE,3,Ireland,0,2052010,205,IRE,2010,0,0,10,0
292,2010,0,23,2,1,NA,PT,2,Portugal,0,2352010,235,POR,2010,0,0,10,0
200001697,2010,0,23,3,0,1,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
2822,2010,0,23,3,0,1,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
109721,2010,0,23,3,1,1,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
17915,2010,0,23,3,1,1,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
100000644,2010,0,23,3,1,1,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
306662,2010,0,23,3,1,1,DK,2,Denmark,0,3902010,390,DEN,2010,0,0,10,0
301125,2010,0,23,3,1,1,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
1516,2010,0,23,3,1,1,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
3292,2010,0,23,3,1,1,PL,2,Poland,0,2902010,290,POL,2010,0,0,10,0
576,2010,0,23,3,1,1,SI,2,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
12655,2010,0,23,3,1,1,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
11345,2010,0,23,3,1,1,FI,2,Finland,0,3752010,375,FIN,2010,0,0,10,0
12261,2010,0,23,3,1,1,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
11358,2010,0,23,3,1,1,FI,2,Finland,0,3752010,375,FIN,2010,0,0,10,0
24165,2010,0,23,3,1,1,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
24105,2010,0,23,3,0,2,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
2669,2010,0,23,3,0,2,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
103510,2010,0,23,3,0,2,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
2950,2010,0,23,3,1,2,FR,1,France,1,2202010,220,FRN,2010,0,0,10,0
102478,2010,0,23,3,1,2,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
671,2010,0,23,3,1,2,SI,3,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
300002426,2010,0,23,3,1,2,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
100000556,2010,0,23,3,1,2,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
21588300,2010,0,23,3,1,2,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
10808,2010,0,23,3,1,2,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
446957,2010,0,23,3,1,2,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
100000491,2010,0,23,3,1,2,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
5269,2010,0,23,3,1,2,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
2606,2010,0,23,3,1,2,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
389539,2010,0,23,3,1,2,DE,2,Germany,0,2552010,255,GMY,2010,0,0,10,0
18059,2010,0,23,3,1,2,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
3193,2010,0,23,3,1,2,FR,2,France,1,2202010,220,FRN,2010,0,0,10,0
12505,2010,0,23,3,1,2,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
3318,2010,0,23,3,1,2,FR,2,France,1,2202010,220,FRN,2010,0,0,10,0
2407,2010,0,23,3,1,3,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
2871,2010,0,23,3,1,3,IL,2,Israel,0,6662010,666,ISR,2010,0,3,7,1
10547,2010,0,23,3,1,3,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
21523001,2010,0,23,3,1,3,GB,1,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
3475,2010,0,23,3,1,3,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
6301,2010,0,23,3,1,3,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
1617,2010,0,23,3,1,3,NO,3,Norway,0,3852010,385,NOR,2010,0,0,10,0
10131,2010,0,23,3,1,3,HU,2,Hungary,0,3102010,310,HUN,2010,0,0,10,0
617,2010,0,23,3,1,3,SI,2,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
390546,2010,0,23,3,1,3,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
755,2010,0,23,3,1,3,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
1437,2010,0,23,3,1,3,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
15809,2010,0,23,3,1,3,GR,2,Greece,0,3502010,350,GRC,2010,0,0,10,0
3176,2010,0,23,3,1,3,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
112503,2010,0,23,3,1,3,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,2010,0,23,3,NA,3,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
1352,2010,0,23,3,0,4,SI,2,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
1256,2010,0,23,3,1,4,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
106684,2010,0,23,3,1,4,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
1247,2010,0,23,3,1,4,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
7202,2010,0,23,3,1,4,GR,2,Greece,0,3502010,350,GRC,2010,0,0,10,0
10637,2010,0,23,3,1,4,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
112601,2010,0,23,3,1,4,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
500827,2010,0,23,3,1,4,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
11638,2010,0,23,3,1,4,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
211,2010,0,23,3,1,4,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
200001254,2010,0,23,3,1,4,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
127807,2010,0,23,3,1,4,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
21598000,2010,0,23,3,1,4,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
4401,2010,0,23,3,1,4,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,2010,0,23,3,1,4,LT,2,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
1792,2010,0,23,3,1,4,BG,1,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
603,2010,0,23,3,NA,4,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
23562,2010,0,23,3,0,5,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
10750,2010,0,23,3,0,5,HU,2,Hungary,0,3102010,310,HUN,2010,0,0,10,0
6706,2010,0,23,3,0,5,GR,3,Greece,0,3502010,350,GRC,2010,0,0,10,0
200001517,2010,0,23,3,1,5,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
10254,2010,0,23,3,1,5,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
633,2010,0,23,3,1,5,SI,1,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
2220,2010,0,23,3,1,5,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
502623,2010,0,23,3,1,5,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
2798,2010,0,23,3,1,5,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
12410,2010,0,23,3,1,5,FI,2,Finland,0,3752010,375,FIN,2010,0,0,10,0
100000299,2010,0,23,3,1,5,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
935,2010,0,23,3,1,5,FR,2,France,1,2202010,220,FRN,2010,0,0,10,0
1037,2010,0,23,3,1,5,LT,2,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
11915,2010,0,23,3,1,5,FI,2,Finland,0,3752010,375,FIN,2010,0,0,10,0
10707,2010,0,23,3,1,5,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
200001389,2010,0,23,3,1,5,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
1288,2010,0,23,3,1,5,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
119701,2010,0,23,3,1,5,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
2649,2010,0,23,3,1,5,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
3600,2010,0,23,3,1,5,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1443,2010,0,23,3,NA,5,UA,1,Ukraine,0,3692010,369,UKR,2010,0,0,6,0
2364,2010,0,23,3,0,6,CZ,2,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
17414666,2010,0,23,3,1,6,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
17167,2010,0,23,3,1,6,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
12286,2010,0,23,3,1,6,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
1910,2010,0,23,3,1,6,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
1777,2010,0,23,3,1,6,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
1541,2010,0,23,3,1,6,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
200001876,2010,0,23,3,1,6,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
1436,2010,0,23,3,1,6,FR,2,France,1,2202010,220,FRN,2010,0,0,10,0
4692,2010,0,23,3,1,6,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896,2010,0,23,3,1,6,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
414146,2010,0,23,3,1,6,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
11397,2010,0,23,3,1,6,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
312,2010,0,23,3,1,6,LT,2,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
500958,2010,0,23,3,1,7,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
10774,2010,0,23,3,1,7,FI,2,Finland,0,3752010,375,FIN,2010,0,0,10,0
1361,2010,0,23,3,1,7,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1891,2010,0,23,3,1,7,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
1508,2010,0,23,3,1,7,LT,2,Lithuania,0,3682010,368,LIT,2010,0,0,10,0
117810,2010,0,23,3,1,7,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
306298,2010,0,23,3,1,7,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
2732,2010,0,23,3,1,7,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
300002454,2010,0,23,3,1,7,SE,1,Sweden,0,3802010,380,SWD,2010,0,0,10,0
1076,2010,0,23,3,1,7,BG,2,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
101107,2010,0,23,3,1,7,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
32157300,2010,0,23,3,1,7,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
5668,2010,0,23,3,1,7,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2010,0,23,3,1,8,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
21954500,2010,0,23,3,1,8,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
20120164,2010,0,23,3,1,8,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
387,2010,0,23,3,1,8,FR,2,France,1,2202010,220,FRN,2010,0,0,10,0
514,2010,0,23,3,1,8,CH,1,Switzerland,0,2252010,225,SWZ,2010,0,0,10,0
1889,2010,0,23,3,1,8,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
13062,2010,0,23,3,1,8,FI,1,Finland,0,3752010,375,FIN,2010,0,0,10,0
3111,2010,0,23,3,1,8,BG,2,Bulgaria,1,3552010,355,BUL,2010,0,0,9,0
18481,2010,0,23,3,1,8,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
420,2010,0,23,3,1,8,ES,1,Spain,0,2302010,230,SPN,2010,0,0,10,0
32,2010,0,23,3,1,8,CZ,2,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
996,2010,0,23,3,1,8,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
2497,2010,0,23,3,1,9,EE,1,Estonia,1,3662010,366,EST,2010,0,0,9,0
503116,2010,0,23,3,1,9,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
110301,2010,0,23,3,1,9,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,2010,0,23,3,1,9,NO,2,Norway,0,3852010,385,NOR,2010,0,0,10,0
124107,2010,0,23,3,1,9,BE,1,Belgium,1,2112010,211,BEL,2010,0,0,8,0
2034,2010,0,23,3,1,9,CZ,2,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
127,2010,0,23,3,1,9,EE,2,Estonia,1,3662010,366,EST,2010,0,0,9,0
1373,2010,0,23,3,1,9,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,2010,0,23,3,1,10,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
2516,2010,0,23,3,1,10,ES,3,Spain,0,2302010,230,SPN,2010,0,0,10,0
102802,2010,0,23,3,1,10,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
1750,2010,0,23,3,1,10,ES,2,Spain,0,2302010,230,SPN,2010,0,0,10,0
9078,2010,0,23,3,1,10,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1788,2010,0,23,3,1,10,NO,1,Norway,0,3852010,385,NOR,2010,0,0,10,0
9009,2010,0,23,3,1,10,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
9080,2010,0,23,3,1,10,RU,2,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
11122,2010,0,23,3,1,10,HU,1,Hungary,0,3102010,310,HUN,2010,0,0,10,0
104007,2010,0,23,3,1,10,SK,2,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
3847,2010,0,23,3,1,10,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
10215,2010,0,23,3,1,NA,CY,1,Cyprus,1,3522010,352,CYP,2010,0,3,10,0
18677,2010,0,23,3,1,NA,IE,1,Ireland,0,2052010,205,IRE,2010,0,0,10,0
389363,2010,0,23,3,1,NA,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
17102,2010,0,23,3,1,NA,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
10902,2010,0,23,3,1,NA,HU,2,Hungary,0,3102010,310,HUN,2010,0,0,10,0
415192,2010,0,23,3,1,NA,DE,2,Germany,0,2552010,255,GMY,2010,0,0,10,0
16268,2010,0,23,3,1,NA,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
1004,2010,0,23,3,1,NA,ES,2,Spain,0,2302010,230,SPN,2010,0,0,10,0
13023,2010,0,23,3,1,NA,GR,2,Greece,0,3502010,350,GRC,2010,0,0,10,0
20748,2010,0,23,3,1,NA,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
166,2010,0,23,3,1,NA,SI,2,Slovenia,0,3492010,349,SLV,2010,0,0,10,0
39048200,2010,0,23,3,1,NA,DE,1,Germany,0,2552010,255,GMY,2010,0,0,10,0
103202,2010,0,23,3,1,NA,SK,1,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069,2010,0,23,3,1,NA,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
19407,2010,0,23,3,1,NA,GR,2,Greece,0,3502010,350,GRC,2010,0,0,10,0
2332,2010,0,23,3,1,NA,IL,2,Israel,0,6662010,666,ISR,2010,0,3,7,1
667,2010,0,23,3,1,NA,HR,2,Croatia,1,3442010,344,CRO,2010,0,0,9,0
1909,2010,0,23,3,1,NA,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
22787,2010,0,23,3,1,NA,IE,2,Ireland,0,2052010,205,IRE,2010,0,0,10,0
202048,2010,0,23,3,1,NA,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
32144199,2010,0,23,3,1,NA,GB,2,United Kingdom,0,2002010,200,UKG,2010,0,0,10,0
919,2010,0,23,3,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
2716,2010,0,23,3,1,NA,PT,2,Portugal,0,2352010,235,POR,2010,0,0,10,0
413809,2010,0,23,3,1,NA,DE,3,Germany,0,2552010,255,GMY,2010,0,0,10,0
501786,2010,0,23,3,1,NA,NL,1,Netherlands,0,2102010,210,NTH,2010,0,0,10,0
201490,2010,0,23,3,1,NA,DK,1,Denmark,0,3902010,390,DEN,2010,0,0,10,0
4446,2010,0,23,3,1,NA,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
17315,2010,0,23,3,1,NA,GR,2,Greece,0,3502010,350,GRC,2010,0,0,10,0
11107,2010,0,23,3,1,NA,FI,2,Finland,0,3752010,375,FIN,2010,0,0,10,0
641,2010,0,23,3,1,NA,CZ,NA,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
1968,2010,0,23,3,1,NA,PT,1,Portugal,0,2352010,235,POR,2010,0,0,10,0
9075,2010,0,23,3,1,NA,RU,1,Russian Federation,NA,NA,NA,NA,NA,NA,NA,NA,NA
2584,2010,0,23,3,1,NA,PT,2,Portugal,0,2352010,235,POR,2010,0,0,10,0
555,2010,0,23,3,1,NA,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
215461,2010,0,23,3,1,NA,DE,3,Germany,0,2552010,255,GMY,2010,0,0,10,0
20020,2010,0,23,3,1,NA,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
2789,2010,0,23,3,1,NA,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
523,2010,0,23,3,1,NA,HR,1,Croatia,1,3442010,344,CRO,2010,0,0,9,0
14618,2010,0,23,3,1,NA,GR,2,Greece,0,3502010,350,GRC,2010,0,0,10,0
19714,2010,0,23,3,1,NA,GR,1,Greece,0,3502010,350,GRC,2010,0,0,10,0
2818,2010,0,23,3,1,NA,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
2249,2010,0,23,3,1,NA,IL,1,Israel,0,6662010,666,ISR,2010,0,3,7,1
7390,2010,0,23,3,1,NA,PL,1,Poland,0,2902010,290,POL,2010,0,0,10,0
2154,2010,0,23,3,1,NA,CZ,1,Czech Republic,1,3162010,316,CZR,2010,0,0,9,0
211063,2010,0,23,3,1,NA,CY,1,Cyprus,1,3522010,352,CYP,2010,0,3,10,0
